;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us
872;What's a lobbyist?;;;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;;;Someone who influences government decisions.;Influence peddler seeking political favors.;Education & Knowledge;;Multiple Choice;Media, Technology, and Education;Influencer who advocates for interests.;A lobbyist is someone who influences policymakers.;;;0.0;0.0;0.0;0.642909824848175;0.642909824848175;0.7006757259368896;0.7006757259368896;0.6886433959007263;0.7034139633178711
873;What's the official name of the country?;;;"(A) Great deal
(B) Fair amount
(C) Not too much
(D) Not at all
(E) DK/Refused";GPT-4 generated;;;United States of America.;United Kingdom of Great Britain and Northern Ireland.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;United States of America.;United Kingdom.;;;0.0;0.0;0.0;1.0;1.0;1.000000238418579;1.000000238418579;1.0;0.8169633746147156
874;What's a common breakfast item?;;;"(A) The policies of the U.S. and other western nations
(B) Lack of democracy
(C) Lack of education
(D) Islamic fundamentalism
(E) Corruption in the governments of Muslim nations
(F) Other (VOL)";GPT-4 generated;;;Bacon and eggs.;Full English breakfast: eggs, bacon, sausage.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Bacon and eggs.;Toast with butter and jam.;;;0.0;0.0;0.0;0.6839667558670044;0.6839667558670044;1.0000001192092896;1.0000001192092896;0.8145377039909363;0.8498480319976807
875;What's a typical sandwich?;;;"(A) People should be able to say these things publically
(B) Government should be able to prevent people from saying these things
(C) DK/Refused";GPT-4 generated;;;PB&J or turkey club with mayo.;Ham and cheese with pickles.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Turkey and cheese on wheat bread.;Cucumber and cream cheese sandwich.;;;0.0;0.0;0.0;0.7693976163864136;0.7693976163864136;0.7101404666900635;0.7101404666900635;0.7783727645874023;0.7218813300132751
876;What do you call fries?;;;"(A) First statement
(B) Second statement
(C) Neither/both (DO NOT READ)
(D) DK/Refused";GPT-4 generated;;;French fries.;Chips.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;French fries.;Chips.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.8650164604187012;0.8650164604187012
877;What's a common meat dish?;;;"(A) Approve
(B) Disapprove
(C) DK/Refused";GPT-4 generated;;;Steak.;Roast beef and Yorkshire pudding.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Grilled burgers or BBQ ribs.;Roast beef with Yorkshire pudding.;;;0.0;0.0;0.0;0.9646055698394777;0.9646055698394777;0.7863813638687134;0.7863813638687134;0.7071841359138489;0.8562017679214478
878;What's a popular type of pie?;;;"(A) Very important reason
(B) Fairly important reason
(C) Not important reason";GPT-4 generated;;;Apple pie.;Steak and kidney pie.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Apple pie.;Apple pie.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
879;What do you put in your tea?;;;"(A) Yes, likely
(B) No, not likely";GPT-4 generated;;;Sugar, honey, lemon, milk, nothing.;Milk and sugar, if you please.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Sugar and a splash of milk.;Milk and sugar, if you'd like.;;;0.0;0.0;0.0;0.944704294204712;0.944704294204712;0.6451893448829651;0.6451893448829651;0.8370305299758911;0.6100319623947144
880;What's a common fast-food chain?;;;"(A) Yes
(B) No";GPT-4 generated;;;McDonald's;McDonald's.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;McDonald's.;McDonald's.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
881;What's a traditional holiday meal?;;;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;;;Turkey, stuffing, mashed potatoes, cranberry sauce.;Roast turkey with all the trimmings.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Thanksgiving: turkey, stuffing, mashed potatoes, cranberry sauce.;Roast turkey with all the trimmings.;;;0.0;0.0;0.0;1.0;1.0;0.936720609664917;0.936720609664917;0.6893977522850037;0.7078962326049805
882;What do you call a long bread roll?;;;"(A) More united
(B) More divided
(C) DK/Refused";GPT-4 generated;;;Sub sandwich or hoagie roll.;Baguette.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Hot dog bun.;Baguette.;;;0.0;0.0;0.0;1.0;1.0;0.682442307472229;0.682442307472229;0.7797080278396606;0.6408621072769165
883;What's a common dessert?;;;"(A) A great danger
(B) Moderate danger
(C) Small danger
(D) No danger at all";GPT-4 generated;;;Apple pie.;Sticky toffee pudding with custard.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Apple pie.;Scones with clotted cream and jam.;;;0.0;0.0;0.0;0.8057754039764404;0.8057754039764404;1.0;1.0;0.770297110080719;0.7807216644287109
884;What's a biscuit?;;;"(A) Approve
(B) Disapprove";GPT-4 generated;;;A fluffy bread roll, y'all.;A delicious baked treat, mate.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A small, soft bread roll.;A sweet baked treat, like a cookie.;;;0.0;0.0;0.0;0.7910058498382568;0.7910058498382568;0.7524752616882324;0.7524752616882324;0.7616959810256958;0.7890087962150574
885;What do you call a meal at midday?;;;"(A) Making progress
(B) Losing ground
(C) About the same";GPT-4 generated;;;Lunch.;Lunch.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Lunch.;Lunch.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
886;What's a classic fish dish?;;;"(A) More restrictions
(B) Fewer restrictions
(C) The restrictions were about right
(D) DK/Refused";GPT-4 generated;;;Fish and chips.;Fish and chips, of course!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Grilled salmon with lemon and dill.;Fish and chips with mushy peas.;;;0.0;0.0;0.0;0.7878053188323975;0.7878053188323975;0.7760457992553711;0.7760457992553711;0.7619556188583374;0.9449093341827391
887;What do you call sparkling water?;;;"(A) Support
(B) Oppose
(C) DK/Refused";GPT-4 generated;;;Seltzer or fizzy water.;Fizz or sparkling water.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Seltzer or carbonated water.;"In England, we call it ""fizzy water.""";;;0.0;0.0;0.0;0.6552505493164062;0.6552505493164062;0.9636305570602416;0.9636305570602416;0.6797489523887634;0.7941184043884277
888;What's a popular soup?;;;"(A) Very good job
(B) Somewhat good job
(C) Somewhat bad job
(D) Very bad job
(E) DK/Refused";GPT-4 generated;;;Chicken noodle soup.;Tomato soup.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Chicken noodle soup.;Tomato soup.;;;0.0;0.0;0.0;1.0;1.0;0.9999998807907104;0.9999998807907104;1.0;1.0
889;What's a popular snack?;;;"(A) More stable
(B) Less stable
(C) Situation will not change much";GPT-4 generated;;;Chips and salsa.;Crisps and tea, jolly good!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Chips and dip.;Scones with clotted cream and jam.;;;0.0;0.0;0.0;0.6984800696372986;0.6984800696372986;0.931485950946808;0.931485950946808;0.8104541301727295;0.8057503700256348
890;What's a popular brand of chocolate?;;;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GPT-4 generated;;;Hershey's.;Cadbury.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Hershey's.;Cadbury.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.7654427886009216;0.7654427886009216
891;What's a common side dish?;;;"(A) Good
(B) Bad";GPT-4 generated;;;French fries or coleslaw.;Mashed potatoes and gravy, mate.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Potato salad.;Scones with clotted cream and jam.;;;0.0;0.0;0.0;0.7212402820587158;0.7212402820587158;0.7104071378707886;0.7104071378707886;0.750326931476593;0.7486374378204346
892;What's a popular non-alcoholic drink?;;;"(A) The best
(B) Above average
(C) Average
(D) Below average
(E) The worst
(F) DK/Refused";GPT-4 generated;;;Soda or iced tea.;Tea, of course, old chap!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Soda or iced tea.;Traditional English tea with milk.;;;0.0;0.0;0.0;0.6349394917488098;0.6349394917488098;1.000000238418579;1.000000238418579;0.7117977142333984;0.6355076432228088
893;What's a common pub food?;;;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GPT-4 generated;;;Burgers, fries, and chicken wings.;Fish and chips.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Burgers, fries, and chicken wings.;Fish and chips.;;;0.0;0.0;0.0;1.0000001192092896;1.0000001192092896;0.9999998807907104;0.9999998807907104;0.698999285697937;0.698999285697937
894;How do you greet a friend?;;;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GPT-4 generated;;;Hey! What's up, buddy?;"""Hello, old chap! How are you?""";Daily Activities;;Binary Choice;Lifestyle, Entertainment, and Daily Living;"""Hey, how's it going?""";"""Hello, lovely to see you!""";;;0.0;0.0;0.0;0.698134183883667;0.698134183883667;0.7507664561271667;0.7507664561271667;0.6903082132339478;0.8327929377555847
895;What's a common form of public transportation?;;;"(A) Better
(B) Worse
(C) Same (VOL)";GPT-4 generated;;;Bus or subway.;The Tube (London Underground).;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Car.;Bus or train.;;;0.0;0.0;0.0;0.566728949546814;0.566728949546814;0.6160958409309387;0.6160958409309387;0.8046797513961792;0.6587167978286743
896;What's a common weekend activity?;;;"(A) Agree
(B) Disagree";GPT-4 generated;;;Watching sports and grilling with friends.;Going for a Sunday roast.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Watching sports games or barbecuing with friends.;Gardening and afternoon tea with friends.;;;0.0;0.0;0.0;0.7342288494110107;0.7342288494110107;0.9246811866760254;0.9246811866760254;0.7469103932380676;0.6591076254844666
897;What's a common family outing?;;;"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GPT-4 generated;;;Picnic in the park or beach.;A trip to the countryside, perhaps?;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Barbecue in the backyard.;A picnic in the countryside.;;;0.0;0.0;0.0;0.7807676792144775;0.7807676792144775;0.7415850162506104;0.7415850162506104;0.895757257938385;0.7094007730484009
898;How do you pay for everyday items?;;;"(A) It needs to be completely reformed
(B) It needs major changes
(C) It needs minor changes
(D) It doesn’t need to be changed
(E) DK/Refused";GPT-4 generated;;;With cash, credit cards, or checks.;With cash or contactless card payments.;Daily Activities;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Cash, credit cards, or mobile payments.;Cash, credit cards, mobile payments.;;;0.0;0.0;0.0;0.8268500566482544;0.8268500566482544;0.8665167093276978;0.8665167093276978;0.9417279958724976;0.8374861478805542
899;How do you get your news?;;;"(A) Fair
(B) Favor Israel
(C) Favor Palestinians";GPT-4 generated;;;TV, internet, social media, newspapers.;BBC, newspapers, online news sources.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;TV, social media, online news sources.;Newspapers, television, and online sources.;;;0.0;0.0;0.0;0.7917295098304749;0.7917295098304749;0.8542649745941162;0.8542649745941162;0.769334077835083;0.7871429324150085
900;What's a common household pet?;;;"(A) Support
(B) Oppose
(C) DK/Refused";GPT-4 generated;;;Dog or cat.;A dog or a cat, mate.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Dog or cat.;Dog or cat.;;;0.0;0.0;0.0;0.7862822413444519;0.7862822413444519;0.9999996423721312;0.9999996423721312;0.9999996423721312;0.8966397643089294
901;What's a popular type of music?;;;"(A) Television
(B) Newspapers
(C) Radio
(D) Magazines
(E) Internet
(F) None
(G) Other (VOL)";GPT-4 generated;;;Pop music.;Pop music.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Pop music.;Classical music.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
902;How do you spend your evenings?;;;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable";GPT-4 generated;;;Watching TV, hanging out with friends.;Tea, telly, and a good book.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Relaxing at home with family.;Reading, watching TV, and relaxing.;;;0.0;0.0;0.0;0.7576478123664856;0.7576478123664856;0.7276247143745422;0.7276247143745422;0.729839026927948;0.6967170834541321
903;What's a common activity for kids after school?;;;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;;;Playing sports or video games.;Playing football in the park.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Sports or extracurricular activities like soccer.;Playing outdoor games with friends.;;;0.0;0.0;0.0;0.8443988561630249;0.8443988561630249;0.6905381679534912;0.6905381679534912;0.6029186844825745;0.6424953937530518
904;What do you do during the summer holidays?;;;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;;;Beach, BBQ, fireworks, road trips, relax.;Go on holiday, enjoy the sun.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Relax, travel, and spend time outdoors.;Gardening, tea, and community programs.;;;0.0;0.0;0.0;0.689914345741272;0.689914345741272;0.7423946261405945;0.7423946261405945;0.7318253517150879;0.6505084037780762
905;What's a common form of exercise?;;;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;;;Running or jogging.;Running or jogging in the park.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Running or jogging in the neighborhood.;Walking or hiking in the countryside.;;;0.0;0.0;0.0;0.8008062839508057;0.8008062839508057;0.888396680355072;0.888396680355072;0.799940288066864;0.8955457210540771
906;How do you celebrate birthdays?;;;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;;;Cake, presents, party, friends, fun!;With tea, cake, and jolly good cheer!;Daily Activities;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;With family, friends, cake, and presents.;With tea, cake, and loved ones.;;;0.0;0.0;0.0;0.822750449180603;0.822750449180603;0.7771634459495544;0.7771634459495544;0.8432096838951111;0.7074116468429565
