,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
5430,4148,9559.json,false,"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.",health-care,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,a tweet,"Rubens said that when Brown was serving in the U. S.  Senate in 2011, Brown voted with President Obama 70 percent of the time. In 2011, Brown took the same position as the president 69. 6 percent of the time when Obama outlined a clear position, based on analysis by Congressional Quarterly. Rounding off, Rubens was right on the money. But its important to note the president doesnt take a clear position on all legislation and outlined his position on only 38 percent of the roll call votes taken in 2011. Overall, the number is accurate, but needs additional clarification."
5433,4151,9314.json,false,Says Rep. Justin Amash votes more with the Democrats than with the Republicans.,"congress,voting-record",mike-rogers,national security commentator for CNN,Michigan,republican,1.0,1.0,1.0,2.0,1.0,an article published by Politico,"Perry tweeted, ""Texas has added more than 6,600 new highway miles from 2001-2012, more than any other state over that time. ""This raw calculation stands up; Texas was No. 1 in total lane miles added. But Texas is also nearly the biggest state. Adjusting for states differences in population and geographic area shows Texas change in highway miles was the 16th largest gain per square mile of area and the state came in 42nd when ranked on the change in highway miles per resident."
5449,4167,4630.json,false,Says Barack Obama never worked in the private sector before he was elected president.,"candidates-biography,new-hampshire-2012",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a debate at Dartmouth College in Hanover, N.H.","Sorry, we just dont see it."
5457,4175,11263.json,false,The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2.,"climate-change,polls,science",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,an interview with Bill Maher.,"Cotton said that Obama ""hijacked the farm bill (and) turned it into a food stamp bill. ""Thats not correct -- food stamps have been part of every farm bill enacted since 1973. One could say that Cotton and his allies in the House, by seeking a farm bill stripped of food stamp provisions, were actually the ones taking a more radical step, one that Congress ultimately voted against."
5459,4177,1811.json,false,"Steve Poizner ""increased his department's budget nearly 14 percent.""","candidates-biography,elections,financial-regulation,message-machine",meg-whitman,,California,republican,0.0,1.0,1.0,1.0,0.0,a campaign commerical,"But if you look at the rate, which takes population growth into account, weve experienced an overall drop. The rate itself, of course, is not perfect, but that seems to be the fairest measure over time, even if it doesnt take into account many of the programs that came a result of the War on Poverty. Congers statement is accurate but needs that clarification."
5476,4194,8193.json,false,I am every year the No.1 pick of all of the law enforcement agencies within Texas.,"candidates-biography,crime,criminal-justice",david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,"a telephone call to the Allen, Texas, police department.","Zimmerman said, ""Republicans control the U. S.  Senate with 54 seats, but those 54 senators were elected by only two-thirds the number of voters who elected the Democrats. In the Senate, the majority party represents a minority of the people. ""He's very close on the numbers, but he adds a sour note when he tries to equate the vote totals for the current members of the Senate to the general population."
5479,4197,10062.json,false,We were told there would never be a case of Ebola in the United States.,"ebola,health-care,military,public-health,public-safety",john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"comments on CNN's ""State of the Union""","Romney said, ""Under the president's plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare. ""This wording isn't as troublesome as other statements we've seen on this topic, including from Romney himself. Those savings are then used to offset costs created by the law -- especially coverage for the uninsured -- so that the overall law doesn't add to the deficit. PolitiFact Florida is partnering with 10 News for the 2012 election."
5491,4209,11455.json,false,On support for the Export-Import Bank,trade,ron-johnson,,Wisconsin,republican,14.0,6.0,10.0,10.0,1.0,On support for the Export-Import Bank,"You can find entirely respectable opinion on each side of the issues,"" he said. Our ruling    The SEIU is correct that Republicans did fight against Democratic plans to close tax loopholes on multinational corporations. But whether the corporations who took advantage of the tax loopholes were also outsourcing jobs is an unanswered question. The link between the multinationals' tax status and their outsourcing of jobs is not direct, and that's an important distinction."
5492,4210,11500.json,false,Says he didnt have an involvement withnutritional supplement company Mannatech.,candidates-biography,ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,"a Republican presidential debate in Boulder, Colo.","McCain said, ""We were told there would never be a case of Ebola in the United States. ""Based on public statements, Obama and CDC officials have repeatedly said theres a chance an Ebola case could appear in the United States, but the possibility of an outbreak is extremely low. We found no instance in which an official said Ebola would ""never"" make it here -- rather, it has always been acknowledged as a possibility."
5497,4215,7054.json,false,Bill Nelson actually voted in favor of higher taxes 272 times.,taxes,connie-mack,U.S. representative from Fort Myers,Florida,republican,3.0,3.0,1.0,3.0,1.0,a fundraising email,"Carson said that the nations largest domestic threat comes from racial supremacist groups, adding that he knew this to be a fact. His spokeswoman said that is based on his compilation of various trends and reports. However, we could find no data to support the view that attacks driven by overtly racist beliefs cause more deaths or are seen by law enforcement as a greater risk than jihadist extremism."
5500,4218,11099.json,false,President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions.,"foreign-policy,military,nuclear",tom-cotton,U.S. House of Representatives,Arkansas,republican,3.0,4.0,2.0,3.0,1.0,"an interview on CNN's ""New Day""","A large portion of this is correct: Nothing requires the bag fee revenue be spent directly on environmental causes, as found by the states nonpartisan Legislative Analysts Office. Supporters make a fair point that the fee will persuade customers to use reusable bags, thus cutting down on river- and creek-choking plastic bags. Click here for more on the six PolitiFact ratings and how we select facts to check. UPDATE: After this fact check was published, a spokeswoman for the city of San Josetold us that the city's estimate of 89 percent litter reduction was later determined to be miscalculated."
