,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
3499,2217,8476.json,false,FACT: Nothing in #Obamacare forces people out of their health plans.,health-care,valerie-jarrett,senior adviser to President Barack Obama,Illinois,democrat,1.0,1.0,0.0,0.0,0.0,a tweet,"""Sweeping statements about the cost-saving potential of prevention . . . are overreaching,"" according to the paper. ""Studies have concluded that preventing illness can in some cases save money but in other cases can add to health care costs. ""And a study conducted by researchers from the American Diabetes Association, American Heart Association and the American Cancer Society concluded that, while interventions to prevent cardiovascular disease would prevent many strokes and deaths, ""as they are currently delivered, most of the prevention activities will substantially increase costs. ""So, the consensus is that, while preventive care will almost certainly save lives, it won't reduce government spending on health care."
3507,2225,12966.json,false,Lee Zeldin missed 2/3rds of Veterans Affairs Hearings,"congress,veterans",anna-throne-holst,Candidate for Congress,New York,democrat,0.0,1.0,0.0,0.0,0.0,a tweet that linked to the claim in a Newsday article,"In the speech, Biden mixed and matched two different types of tax rates -- marginal tax rates, which refer to the rate paid on the last dollar of income, and effective tax rates, which refer to the percentage of income someone ultimately paid in taxes. When Biden says the rate required by the Buffett Rule ""is lower than the prescribed tax rate for millionaires already,"" hes comparing the percentage of income paid as taxes (the Buffett Rule) to a marginal tax rate (""the prescribed tax rate for millionaires already""). Making this comparison is mixing apples and oranges. In fact, taxpayers would have to have much higher taxable incomes before facing that rate -- $617,000 for married couples and $465,000 for individuals."
3516,2234,506.json,false,I think we came down here (to Florida) one time ... but we weren't actively fundraising here.,ethics,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Tampa, Fla.","Rubio said the Obama administration ""has shown a reluctance to enforce the immigration law. ""His spokesman pointed out some concrete changes in how Obama has approached immigration, namely a program to allow people brought here illegally as children to seek deferred action on deportation and an emphasis on deporting criminals while leaving many illegal residents who are otherwise law abiders alone. But while Rubio calls that reluctance, others see it as prioritizing. Obama has put new emphasis on some approaches, such as adding border agents, while minimizing others, such as the 287(g) program. Whether those priorities represent sound policy is a matter of opinion. But Rubios statement suggests that Obama has turned his back on enforcing the law, and the reality is much more nuanced than that."
3534,2252,8273.json,false,Studies have shown that voter fraud is non-existent in Texas.,"crime,elections",eddie-bernice-johnson,U.S. Representative ,Texas,democrat,0.0,1.0,0.0,0.0,0.0,an opinion column in Fort Worth Star-Telegram,"Morell and others said Trump has outlined ""policies that read like a Kremlin wish list. ""Trumps comments on backing away from NATO, supporting Russia on the Ukraine and rethinking sanctions against Russia certainly qualify as statements that dovetail with what the Putin administration would like. But not all of his opinions, such as wanting to increase military spending, are in lockstep with policies the Kremlin might favor."
3537,2255,2365.json,false,Its factually correct to say that Jennifer Brunner inherited at least 18 lawsuits when she came into the office that were a result of Ken Blackwells mismanagement of the 2004 election.,"elections,government-efficiency",maryellen-oshaughnessy,Franklin County clerk of courts,Ohio,democrat,0.0,1.0,0.0,0.0,0.0,a radio interview,"Castro said that ""less than half of the poorest American households have a home Internet subscription. ""About 48 percent of the nations poorest quintile of households--the bottom 20 percent--reported a home Internet connection in 2013. Home web access correlates with income, it appears."
3540,2258,90.json,false,"There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.",health-care,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,"Hanover, N.H.","Obama said that during the past four years, ""average wages have barely budged. ""Two federal data sets broadly agree: Over the most recent four-year period, the average wage has risen no more than 1. 7 percent above inflation. Thats a rising wage -- but by a small amount, about a half a percentage point above inflation per year. We think thats a reasonable definition for ""barely budged."
3542,2260,2085.json,false,"Today, we have two Vietnams, side by side, North and South, exchanging and working.","afghanistan,history",sheila-jackson-lee,congresswoman,Texas,democrat,2.0,1.0,0.0,0.0,0.0,a special order speech on the U.S. House floor,"A recent Facebook meme said Vladimir Putin accused Obama of being an ""idiot"" for trying to implement socialism in the United States."
3550,2268,9108.json,false,Kesha Rogers is not a Democrat.,"candidates-biography,voting-record",gilberto-hinojosa,"Chairman, Texas Democratic Party",Texas,democrat,0.0,4.0,1.0,2.0,1.0,an email blast,
3551,2269,6506.json,false,Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,"government-efficiency,health-care",betty-sutton,U.S. representative from Ohio's 13th District,Ohio,democrat,0.0,2.0,1.0,2.0,1.0,a campaign email,"""This email has been widely circulated, but there is no such ACLU lawsuit of this kind pending, nor do we intend to file one,"" spokeswoman Molly Kaplan told us via email. ""The ACLU vigorously defends the rights of all Americans to practice their faith, and the rights of chaplains to serve our armed forces. Military chaplains are certainly allowed to practice their specific faith when conducting specifically sectarian ceremonies and to serve in non-denominational roles when ministering to service members at-large, according to their training."
3587,2305,12578.json,false,"Doctors kill about 250,000 people a year in botched surgeries.","health-care,public-health,public-safety",david-clarke-jr,Milwaukee County Sheriff,Wisconsin,democrat,3.0,5.0,2.0,1.0,0.0,a speech,"Obama, in Dallas, said: ""Right now, here in Texas, wind power is already cheaper than dirty fossil fuels. ""Wind-generated electricity is offered for sale in Texas at lower prices than power fired by coal or natural gas. Unsaid: wind power, unlike electricity fueled by oil or gas, isnt always available."
3604,2322,9669.json,false,Oregon is the most trade-dependent state in the nation,"economy,trade",john-kitzhaber,Governor of Oregon,Oregon,democrat,1.0,1.0,4.0,4.0,0.0,a campaign debate,"Our rating Bradley says ""JoAnne Kloppenburg has told us she thinks it's her job to promote a more equal society. ""Kloppenburg does say that, but she also says more. Kloppenburg declares that her judicial philosophy is to uphold the U. S.  Constitution, and that in her view, the fundamental principles of the Constitution are to ""protect individual rights and promote a more equal society."
3647,2365,1499.json,false,The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.,"agriculture,children,education",kinky-friedman,Author,Texas,democrat,1.0,1.0,1.0,0.0,0.0,a response to League of Women Voters of Texas.,"When he vetoed the legislation in Massachusetts in 2004, he said, ""I hate the idea of in any way making it more difficult for kids, even those who are illegal aliens, to afford college in our state. But equally, perhaps a little more than equally, I do not want to create an incentive to do something which is illegal. ""That's some distance from his recent comments that the proposal ""makes no sense to me at all."
