;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
721;721;721;721;721;721;"Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy

People receive state aid for unemployment";{'United States': [0.0, 0.08199999999999999, 0.04, 0.07, 0.077, 0.231, 0.096, 0.11199999999999999, 0.10300000000000001, 0.042, 0.12, 0.002, 0.026000000000000002, 0.0], 'Great Britain': [0.0, 0.034, 0.02, 0.049, 0.046, 0.155, 0.096, 0.146, 0.172, 0.071, 0.18100000000000002, 0.021, 0.001, 0.006999999999999999]};"['It is against democracy (spontaneous)', 'Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)']";"(A) It is against democracy (spontaneous)
(B) Not an essential characteristic of democracy
(C) 2
(D) 3
(E) 4
(F) 5
(G) 6
(H) 7
(I) 8
(J) 9
(K) An essential characteristic of democracy
(L) Don't know
(M) No answer
(N) Other missing; Multiple answers Mail (EVS)";WVS;0,231001;0,181001;5;An essential characteristic of democracy;D. Politics and policy;14.0;Likert Scale;Politics and Governance;(B), 6;(C), 6;2;Not an essential characteristic of democracy;14.0;0.8367346938775511;0.7428571428571429;;;;;;;"{'A': 'It is against democracy (spontaneous)', 'B': 'Not an essential characteristic of democracy', 'C': '2', 'D': '3', 'E': '4', 'F': '5', 'G': '6', 'H': '7', 'I': '8', 'J': '9', 'K': 'An essential characteristic of democracy', 'L': ""Don't know"", 'M': 'No answer', 'N': 'Other missing; Multiple answers Mail (EVS)'}";0.8979591836734695;
722;722;722;722;722;722;"I'm going to read out a list of various changes in our way of life that might take place in the near future. Please tell me for each one, if it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind?

Greater respect for authority";{'United States': [0.585, 0.299, 0.107, 0.001, 0.006999999999999999, 0.0], 'Great Britain': [0.6070000000000001, 0.269, 0.111, 0.009000000000000001, 0.002, 0.002]};"['Good thing', ""Don't mind"", 'Bad thing', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)']";"(A) Good thing
(B) Don't mind
(C) Bad thing
(D) Don't know
(E) No answer
(F) Other missing; Multiple answers Mail (EVS)";WVS;0,585001;0,607001;Good thing;Good thing;A. Social values and attitudes;6.0;Multiple Choice;Society, Culture, and Relationships;(C), 9;(A), 8;Good thing;Bad thing;6.0;1.0;0.0;;;;;;;"{'A': 'Good thing', 'B': ""Don't mind"", 'C': 'Bad thing', 'D': ""Don't know"", 'E': 'No answer', 'F': 'Other missing; Multiple answers Mail (EVS)'}";1.0;
724;724;724;724;724;724;"What about these forms of political action and social activism that people can take?. Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it:

Contacting a government official";{'United States': [0.379, 0.44, 0.167, 0.001, 0.013000000000000001, 0.0], 'Great Britain': [0.348, 0.465, 0.18100000000000002, 0.003, 0.0, 0.002]};"['Have done', 'Might do', 'Would never do', ""Don't know"", 'No answer', 'Missing; Not available']";"(A) Have done
(B) Might do
(C) Would never do
(D) Don't know
(E) No answer
(F) Missing; Not available";WVS;0,440001;0,465001;Might do;Might do;D. Politics and policy;6.0;Multiple Choice;Politics and Governance;(A), 8;(B), 6;Might do;Have done;6.0;1.0;0.0;;;;;;;"{'A': 'Have done', 'B': 'Might do', 'C': 'Would never do', 'D': ""Don't know"", 'E': 'No answer', 'F': 'Missing; Not available'}";1.0;
725;725;725;725;725;725;"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?

Having the army rule";{'United States': [0.036000000000000004, 0.167, 0.287, 0.48, 0.003, 0.027000000000000003, 0.0], 'Great Britain': [0.027000000000000003, 0.106, 0.25, 0.5920000000000001, 0.021, 0.0, 0.003]};"['Very good', 'Fairly good', 'Fairly bad', 'Very bad', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)']";"(A) Very good
(B) Fairly good
(C) Fairly bad
(D) Very bad
(E) Don't know
(F) No answer
(G) Other missing; Multiple answers Mail (EVS)";WVS;0,480001;0,592001;Very bad;Very bad;D. Politics and policy;7.0;Likert Scale;Politics and Governance;(D), 9;(D), 9;Very bad;Very bad;7.0;1.0;1.0;;;;;;;"{'A': 'Very good', 'B': 'Fairly good', 'C': 'Fairly bad', 'D': 'Very bad', 'E': ""Don't know"", 'F': 'No answer', 'G': 'Other missing; Multiple answers Mail (EVS)'}";1.0;
726;726;726;726;726;726;"Do you agree or disagree with the following statements?

People who don’t work turn lazy";{'United States': [0.128, 0.311, 0.299, 0.197, 0.053, 0.0, 0.011000000000000001, 0.0], 'Great Britain': [0.092, 0.312, 0.233, 0.28800000000000003, 0.07, 0.005, 0.001, 0.0]};"['Strongly agree', 'Agree', 'Neither agree or disagree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)']";"(A) Strongly agree
(B) Agree
(C) Neither agree or disagree
(D) Disagree
(E) Strongly disagree
(F) Don't know
(G) No answer
(H) Other missing; Multiple answers Mail (EVS)";WVS;0,311001;0,312001;Agree;Agree;N. Economy and work;8.0;Likert Scale;Economy, Health, and Environment;(B), 6;(B), 6;Agree;Agree;8.0;1.0;1.0;;;;;;;"{'A': 'Strongly agree', 'B': 'Agree', 'C': 'Neither agree or disagree', 'D': 'Disagree', 'E': 'Strongly disagree', 'F': ""Don't know"", 'G': 'No answer', 'H': 'Other missing; Multiple answers Mail (EVS)'}";1.0;
728;728;728;728;728;728;"Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy

People obey their rulers";{'United States': [0.0, 0.14300000000000002, 0.054000000000000006, 0.057, 0.061, 0.226, 0.087, 0.1, 0.102, 0.043, 0.10400000000000001, 0.0, 0.023, 0.0], 'Great Britain': [0.003, 0.149, 0.061, 0.091, 0.071, 0.18100000000000002, 0.087, 0.115, 0.1, 0.039, 0.068, 0.025, 0.002, 0.009000000000000001]};"['It is against democracy (spontaneous)', 'Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)']";"(A) It is against democracy (spontaneous)
(B) Not an essential characteristic of democracy
(C) 2
(D) 3
(E) 4
(F) 5
(G) 6
(H) 7
(I) 8
(J) 9
(K) An essential characteristic of democracy
(L) Don't know
(M) No answer
(N) Other missing; Multiple answers Mail (EVS)";WVS;0,226001;0,181001;5;5;D. Politics and policy;14.0;Likert Scale;Politics and Governance;(C), 6;(K), 9;An essential characteristic of democracy;2;14.0;0.8979591836734695;0.9387755102040816;;;;;;;"{'A': 'It is against democracy (spontaneous)', 'B': 'Not an essential characteristic of democracy', 'C': '2', 'D': '3', 'E': '4', 'F': '5', 'G': '6', 'H': '7', 'I': '8', 'J': '9', 'K': 'An essential characteristic of democracy', 'L': ""Don't know"", 'M': 'No answer', 'N': 'Other missing; Multiple answers Mail (EVS)'}";1.0;
729;729;729;729;729;729;"Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy

Women have the same rights as men";{'United States': [0.0, 0.021, 0.006999999999999999, 0.011000000000000001, 0.013999999999999999, 0.12, 0.038, 0.057, 0.079, 0.076, 0.552, 0.0, 0.023, 0.0], 'Great Britain': [0.0, 0.011000000000000001, 0.005, 0.008, 0.006, 0.05, 0.021, 0.034, 0.076, 0.086, 0.688, 0.01, 0.0, 0.004]};"['It is against democracy (spontaneous)', 'Not an essential characteristic of democracy', '2', '3', '4', '5', '6', '7', '8', '9', 'An essential characteristic of democracy', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)']";"(A) It is against democracy (spontaneous)
(B) Not an essential characteristic of democracy
(C) 2
(D) 3
(E) 4
(F) 5
(G) 6
(H) 7
(I) 8
(J) 9
(K) An essential characteristic of democracy
(L) Don't know
(M) No answer
(N) Other missing; Multiple answers Mail (EVS)";WVS;0,552001;0,688001;An essential characteristic of democracy;An essential characteristic of democracy;I. Gender and LGBTQ;14.0;Likert Scale;Society, Culture, and Relationships;(K), 9;(K), 9;An essential characteristic of democracy;An essential characteristic of democracy;14.0;1.0;1.0;;;;;;;"{'A': 'It is against democracy (spontaneous)', 'B': 'Not an essential characteristic of democracy', 'C': '2', 'D': '3', 'E': '4', 'F': '5', 'G': '6', 'H': '7', 'I': '8', 'J': '9', 'K': 'An essential characteristic of democracy', 'L': ""Don't know"", 'M': 'No answer', 'N': 'Other missing; Multiple answers Mail (EVS)'}";1.0;
730;730;730;730;730;730;"Do you agree or disagree with the following statements?

Work is a duty towards society";{'United States': [0.135, 0.45, 0.27, 0.10300000000000001, 0.034, 0.0, 0.008, 0.0], 'Great Britain': [0.106, 0.515, 0.204, 0.14, 0.028999999999999998, 0.006, 0.0, 0.001]};"['Strongly agree', 'Agree', 'Neither agree or disagree', 'Disagree', 'Strongly disagree', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)']";"(A) Strongly agree
(B) Agree
(C) Neither agree or disagree
(D) Disagree
(E) Strongly disagree
(F) Don't know
(G) No answer
(H) Other missing; Multiple answers Mail (EVS)";WVS;0,450001;0,515001;Agree;Agree;N. Economy and work;8.0;Likert Scale;Economy, Health, and Environment;(B), 6;(B), 6;Agree;Agree;8.0;1.0;1.0;;;;;;;"{'A': 'Strongly agree', 'B': 'Agree', 'C': 'Neither agree or disagree', 'D': 'Disagree', 'E': 'Strongly disagree', 'F': ""Don't know"", 'G': 'No answer', 'H': 'Other missing; Multiple answers Mail (EVS)'}";1.0;
731;731;731;731;731;731;"How frequently do the following things occur in your neighborhood?

Racist behavior";{'United States': [0.067, 0.166, 0.414, 0.34299999999999997, 0.001, 0.009000000000000001, 0.0], 'Great Britain': [0.03, 0.11, 0.43100000000000005, 0.41100000000000003, 0.013999999999999999, 0.0, 0.004]};"['Very Frequently', 'Quite frequently', 'Not frequently', 'Not at all frequently', ""Don't know"", 'No answer', 'Missing; Not available']";"(A) Very Frequently
(B) Quite frequently
(C) Not frequently
(D) Not at all frequently
(E) Don't know
(F) No answer
(G) Missing; Not available";WVS;0,414001;0,431001;Not frequently;Not frequently;M. Race and ethnicity;7.0;Likert Scale;Society, Culture, and Relationships;(B), 6;(C), 6;Not frequently;Quite frequently;7.0;1.0;0.8507462686567164;;;;;;;"{'A': 'Very Frequently', 'B': 'Quite frequently', 'C': 'Not frequently', 'D': 'Not at all frequently', 'E': ""Don't know"", 'F': 'No answer', 'G': 'Missing; Not available'}";1.0;
733;733;733;733;733;733;"From your point of view, what have been the effects of immigrants on the development of [your country]?:

Strengthen cultural diversity";{'United States': [0.094, 0.308, 0.584, 0.0, 0.015, 0.0], 'Great Britain': [0.076, 0.21, 0.701, 0.009000000000000001, 0.001, 0.003]};"['Disagree', 'Hard to say', 'Agree', ""Don't know"", 'No answer', 'Missing; Not available']";"(A) Disagree
(B) Hard to say
(C) Agree
(D) Don't know
(E) No answer
(F) Missing; Not available";WVS;0,584001;0,701001;Agree;Agree;K. Immigration and migration;6.0;Likert Scale;Politics and Governance;(C), 6;(C), 6;Agree;Agree;6.0;1.0;1.0;;;;;;;"{'A': 'Disagree', 'B': 'Hard to say', 'C': 'Agree', 'D': ""Don't know"", 'E': 'No answer', 'F': 'Missing; Not available'}";1.0;
734;734;734;734;734;734;"How frequently do the following things occur in your neighborhood?

Drug sale in streets";{'United States': [0.099, 0.177, 0.302, 0.41100000000000003, 0.001, 0.01, 0.0], 'Great Britain': [0.091, 0.207, 0.322, 0.35600000000000004, 0.022000000000000002, 0.0, 0.003]};"['Very Frequently', 'Quite frequently', 'Not frequently', 'Not at all frequently', ""Don't know"", 'No answer', 'Missing; Not available']";"(A) Very Frequently
(B) Quite frequently
(C) Not frequently
(D) Not at all frequently
(E) Don't know
(F) No answer
(G) Missing; Not available";WVS;0,411001;0,356001;Not at all frequently;Not at all frequently;N. Economy and work;7.0;Likert Scale;Economy, Health, and Environment;(D), 6;(F), 5;No answer;Not at all frequently;7.0;0.708955223880597;1.0;;;;;;;"{'A': 'Very Frequently', 'B': 'Quite frequently', 'C': 'Not frequently', 'D': 'Not at all frequently', 'E': ""Don't know"", 'F': 'No answer', 'G': 'Missing; Not available'}";1.0;
736;736;736;736;736;736;"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?

The World Trade Organization (WTO)";{'United States': [0.046, 0.289, 0.5, 0.12400000000000001, 0.004, 0.036000000000000004, 0.0], 'Great Britain': [0.063, 0.371, 0.355, 0.064, 0.14300000000000002, 0.0, 0.004]};"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer', 'Missing; Unknown']";"(A) A great deal
(B) Quite a lot
(C) Not very much
(D) None at all
(E) Don't know
(F) No answer
(G) Missing; Unknown";WVS;0,500001;0,371001;Not very much;Quite a lot;Q. Security;7.0;Likert Scale;Politics and Governance;(A), 8;(B), 6;Quite a lot;A great deal;7.0;1.0;0.7155963302752293;;;;;;;"{'A': 'A great deal', 'B': 'Quite a lot', 'C': 'Not very much', 'D': 'None at all', 'E': ""Don't know"", 'F': 'No answer', 'G': 'Missing; Unknown'}";0.8623853211009174;
738;738;738;738;738;738;"Among the following groups of people, how many do you believe are involved in corruption? Tell me for each group if you believe it is none of them, few of them, most of them or all of them?:

Civil service providers (police, judiciary, civil servants, doctors, teachers)";{'United States': [0.059000000000000004, 0.731, 0.16, 0.04, 0.001, 0.009000000000000001, 0.0], 'Great Britain': [0.154, 0.721, 0.085, 0.017, 0.017, 0.001, 0.004]};"['None of them', 'Few of them', 'Most of them', 'All of them', ""Don't know"", 'No answer', 'Missing; Not available']";"(A) None of them
(B) Few of them
(C) Most of them
(D) All of them
(E) Don't know
(F) No answer
(G) Missing; Not available";WVS;0,731001;0,721001;Few of them;Few of them;D. Politics and policy;7.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Few of them;Few of them;7.0;1.0;1.0;;;;;;;"{'A': 'None of them', 'B': 'Few of them', 'C': 'Most of them', 'D': 'All of them', 'E': ""Don't know"", 'F': 'No answer', 'G': 'Missing; Not available'}";1.0;
739;739;739;739;739;739;"I'm going to describe various types of political systems and ask what you think about each as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?

Having a system governed by religious law in which there are no political parties or elections";{'United States': [0.040999999999999995, 0.147, 0.237, 0.546, 0.003, 0.027000000000000003, 0.0], 'Great Britain': [0.013000000000000001, 0.059000000000000004, 0.158, 0.742, 0.022000000000000002, 0.0, 0.005]};"['Very good', 'Fairly good', 'Bad', 'Very bad', ""Don't know"", 'No answer', 'Missing; Not available']";"(A) Very good
(B) Fairly good
(C) Bad
(D) Very bad
(E) Don't know
(F) No answer
(G) Missing; Not available";WVS;0,546001;0,742001;Very bad;Very bad;D. Politics and policy;7.0;Likert Scale;Politics and Governance;(D), 9;(D), 9;Very bad;Very bad;7.0;1.0;1.0;;;;;;;"{'A': 'Very good', 'B': 'Fairly good', 'C': 'Bad', 'D': 'Very bad', 'E': ""Don't know"", 'F': 'No answer', 'G': 'Missing; Not available'}";1.0;
740;740;740;740;740;740;"For each of the following aspects, indicate how important it is in your life. Would you say it is very important, rather important, not very important or not important at all

Leisure time";{'United States': [0.395, 0.49100000000000005, 0.102, 0.006999999999999999, 0.0, 0.006, 0.0], 'Great Britain': [0.483, 0.438, 0.063, 0.011000000000000001, 0.001, 0.0, 0.003]};"['Very important', 'Rather important', 'Not very important', 'Not at all important', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)']";"(A) Very important
(B) Rather important
(C) Not very important
(D) Not at all important
(E) Don't know
(F) No answer
(G) Other missing; Multiple answers Mail (EVS)";WVS;0,491001;0,483001;Rather important;Very important;A. Social values and attitudes;7.0;Likert Scale;Society, Culture, and Relationships;(A), 8;(B), 7;Rather important;Very important;7.0;0.8846153846153846;0.8846153846153846;;;;;;;"{'A': 'Very important', 'B': 'Rather important', 'C': 'Not very important', 'D': 'Not at all important', 'E': ""Don't know"", 'F': 'No answer', 'G': 'Other missing; Multiple answers Mail (EVS)'}";0.8846153846153846;
