;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff;question_type;goqa_score_us;goqa_ukMA_usMA_score;goqa_ukMA_usGT_score;goqa_ukGT_usMA_score;goqa_ukGT_usGT_score;goqa_score_uk
470;470;470;In response to the situation involving Russia and Ukraine, do you support or oppose each of the following actions?...NATO sending arms to the Ukrainian government;{'United States': [0.5168539325842697, 0.48314606741573035], 'Britain': [0.4827586206896552, 0.5172413793103449]};['Support', 'Oppose'];"(A) Support
(B) Oppose";GAS;0,516855;0,517242;Support;Oppose;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(B), 6.;(B), 7.;Oppose;Oppose;2.0;1.0;0.0;1.0;;;0.0;0.8685757;0.0;{'A': 'Support', 'B': 'Oppose'};0.0;0.9996125532739248;Multiple Choice;0.0;1.0;0.0;1.0;0.0;1.0
471;471;471;Now I am going to read you a list of things that may be problems in our country.As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Crime;{'United States': [0.48, 0.44, 0.07, 0.01, 0.0], 'Britain': [0.44, 0.43, 0.1, 0.01, 0.02]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,480001;0,440001;Very big problem;Very big problem;Q. Security;5.0;Likert Scale;Politics and Governance;(A), 9.;(B), 9.;Moderately big problem;Very big problem;5.0;0.8;1.0;0.8;;;1.0;0.8403211;0.96;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};0.96;0.96;Ordinal Scale;1.0;0.8000010000000001;0.8000010000000001;1.0;1.0;0.8000010000000001
472;472;472;Thinking about the issue of HIV/AIDS in our country, do you think HIV/AIDS is a bigger or a smaller problem now than it was 5 years ago, or is the problem of HIV/AIDS about the same as it was 5 years ago?;{'United States': [0.4421052631578947, 0.15789473684210525, 0.4], 'Britain': [0.4782608695652174, 0.11956521739130435, 0.40217391304347827]};['Bigger problem', 'Smaller problem', 'About the same'];"(A) Bigger problem
(B) Smaller problem
(C) About the same";GAS;0,442106;0,478262;Bigger problem;Bigger problem;N. Economy and work;3.0;Ordinal Scale;Economy, Health, and Environment;(C), 7.;(C), 7.;About the same;About the same;3.0;0.3148148148148149;0.3148148148148149;0.3148148148148149;;;0.3148148148148149;0.958794;0.963844;{'A': 'Bigger problem', 'B': 'Smaller problem', 'C': 'About the same'};0.963844;0.963844;Ordinal Scale;0.31481581481481485;1.0;0.31481581481481485;0.31481581481481485;1.0;0.31481581481481485
473;473;473;When children today in the public grow up, do you think they will be better off or worse off financially than their parents?;{'United States': [0.31683168316831684, 0.6732673267326733, 0.0, 0.009900990099009901], 'Britain': [0.32, 0.64, 0.02, 0.02]};['Better off', 'Worse off', 'Same (DO NOT READ)', 'DK/Refused'];"(A) Better off
(B) Worse off
(C) Same (DO NOT READ)
(D) DK/Refused";GAS;0,673268;0,640001;Worse off;Worse off;N. Economy and work;4.0;Likert Scale;Economy, Health, and Environment;(B), 7.;(B), 7.;Worse off;Worse off;4.0;1.0;1.0;1.0;;;1.0;0.92441213;0.966733;{'A': 'Better off', 'B': 'Worse off', 'C': 'Same (DO NOT READ)', 'D': 'DK/Refused'};0.966733;0.966733;Multiple Choice;1.0;1.0;1.0;1.0;1.0;1.0
474;474;474;Some feel that we should rely on a democratic form of government to solve our country's problems.Others feel that we should rely on a leader with a strong hand to solve our country's problems.Which comes closer to your opinion?;{'United States': [0.5698924731182796, 0.43010752688172044, 0.0], 'Britain': [0.6129032258064516, 0.3870967741935484, 0.0]};"['Democratic form of government', 'Strong leader', ""Don't know/Refused""]";"(A) Democratic form of government
(B) Strong leader
(C) Don't know/Refused";GAS;0,569893;0,612904;Democratic form of government;Democratic form of government;D. Politics and policy;3.0;Multiple Choice;Politics and Governance;(A), 7;(A), 7;Democratic form of government;Democratic form of government;3.0;1.0;1.0;1.0;;;1.0;1.0;0.956989;"{'A': 'Democratic form of government', 'B': 'Strong leader', 'C': ""Don't know/Refused""}";0.956989;0.956989;Multiple Choice;1.0;1.0;1.0;1.0;1.0;1.0
475;475;475;Which of these characteristics do you associate with Americans? Do you associate inventive with Americansor not?;{'United States': [0.84375, 0.15625], 'Britain': [0.6736842105263158, 0.3263157894736842]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,843751;0,673685;Yes;Yes;N. Economy and work;2.0;Binary Choice;Economy, Health, and Environment;(A), 9.;(B), 6.;No;Yes;2.0;0.0;1.0;0.0;;;1.0;0.9999999;0.829934;{'A': 'Yes', 'B': 'No'};0.829934;0.829934;Multiple Choice;1.0;0.0;0.0;1.0;1.0;0.0
476;476;476;In your opinion, should the International Criminal Court be allowed to try your country soldiers accused of war crimes if the your country government refuses to try them, or not?;{'United States': [0.42528735632183906, 0.5747126436781609], 'Britain': [0.5591397849462365, 0.44086021505376344]};['Yes, International Criminal Court should try soldiers', 'No, International Criminal Court should not try soldiers'];"(A) Yes, International Criminal Court should try soldiers
(B) No, International Criminal Court should not try soldiers";GAS;0,574714;0,559141;No, International Criminal Court should not try soldiers;Yes, International Criminal Court should try soldiers;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(B), 7.;(B), 6.;No, International Criminal Court should not try soldiers;No, International Criminal Court should not try soldiers;2.0;0.0;1.0;0.0;;;1.0;0.7790881;0.0;{'A': 'Yes, International Criminal Court should try soldiers', 'B': 'No, International Criminal Court should not try soldiers'};0.0;0.9844271412680756;Multiple Choice;1.0;1.0;1.0;0.0;0.0;0.0
477;477;477;Which statement comes closer to your view about your country’s involvement in the global economy, even if neither is exactly right? It is a good thing because it provides your country with new markets and opportunities for growth, It is a bad thing because it lowers wages and costs jobs in your country;{'United States': [0.0, 0.29743589743589743, 0.0, 0.18974358974358974, 0.0, 0.015384615384615385, 0.29743589743589743, 0.2], 'Britain': [0.0, 0.3401015228426396, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.350253807106599, 0.15228426395939088]};['It is a good thing because it provides (survey country) with new markets and opportunities for growth', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'It is a bad thing because it lowers wages and costs jobs in (survey country)', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Neither (VOL)', 'DK/Refused', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) It is a good thing because it provides (survey country) with new markets and opportunities for growth
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) It is a bad thing because it lowers wages and costs jobs in (survey country)
(D) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(E) Neither (VOL)
(F) DK/Refused
(G) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(H) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0,297437;0,350255;If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;N. Economy and work;8.0;Multiple Choice;Economy, Health, and Environment;(H), 7;(H), 9;When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree;When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree;8.0;0.0;0.0;0.0;;;0.0;0.709709;0.0;{'A': 'It is a good thing because it provides (survey country) with new markets and opportunities for growth', 'B': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'C': 'It is a bad thing because it lowers wages and costs jobs in (survey country)', 'D': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'E': 'Neither (VOL)', 'F': 'DK/Refused', 'G': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'H': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'};0.0;0.9471820903292985;Multiple Choice;0.0;1.0;0.0;0.0;0.0;0.0
478;478;478;Does trade with other countries lead to an increase in the wages of your nationality workers, a decrease in wages, or does it not make a difference? ;{'United States': [0.18085106382978725, 0.4787234042553192, 0.3404255319148936], 'Britain': [0.37777777777777777, 0.18888888888888888, 0.43333333333333335]};['Increase', 'Decrease', 'Does not make a difference'];"(A) Increase
(B) Decrease
(C) Does not make a difference";GAS;0,478724;0,433334;Decrease;Does not make a difference;N. Economy and work;3.0;Likert Scale;Economy, Health, and Environment;(C), 7.;(C), 7.;Does not make a difference;Does not make a difference;3.0;1.0;0.7735849056603774;1.0;;;0.7735849056603774;0.94654095;0.7735849056603774;{'A': 'Increase', 'B': 'Decrease', 'C': 'Does not make a difference'};0.7735849056603774;0.954609929078014;Multiple Choice;0.7735859056603774;1.0;0.7735859056603774;1.0;0.7735859056603774;1.0
479;479;479;Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? d. Russia;{'United States': [0.14, 0.8, 0.06], 'Britain': [0.14, 0.73, 0.13]};['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'DK/Refused'];"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GAS;0,800001;0,730001;No, does not respect personal freedoms;No, does not respect personal freedoms;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(B), 9.;(B), 9.;No, does not respect personal freedoms;No, does not respect personal freedoms;3.0;1.0;1.0;1.0;;;1.0;0.6298921;0.93;{'A': 'Yes, respects personal freedoms', 'B': 'No, does not respect personal freedoms', 'C': 'DK/Refused'};0.93;0.93;Multiple Choice;1.0;1.0;1.0;1.0;1.0;1.0
480;480;480;Do you think this change in the availability of good-paying jobs is largely because of the way the world has become more connected or mostly for other reasons?;{'United States': [0.3473684210526316, 0.6526315789473685], 'Britain': [0.40425531914893614, 0.5957446808510638]};['Largely more connected', 'Other reasons'];"(A) Largely more connected
(B) Other reasons";GAS;0,652633;0,595746;Other reasons;Other reasons;N. Economy and work;2.0;Likert Scale;Economy, Health, and Environment;(B), 7.;(B), 7.;Other reasons;Other reasons;2.0;1.0;1.0;1.0;;;1.0;0.94351935;0.943113;{'A': 'Largely more connected', 'B': 'Other reasons'};0.943113;0.943113;Multiple Choice;1.0;1.0;1.0;1.0;1.0;1.0
481;481;481;Please tell me whether you completely agree, mostly agree, mostly disagree, or completely disagree with the following statements...Women should be able to work outside the home;{'United States': [0.8181818181818182, 0.16161616161616163, 0.010101010101010102, 0.010101010101010102], 'Britain': [0.8484848484848485, 0.13131313131313133, 0.010101010101010102, 0.010101010101010102]};['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree'];"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GAS;0,818183;0,848486;Completely agree;Completely agree;I. Gender and LGBTQ;4.0;Likert Scale;Society, Culture, and Relationships;(B), 9.;(B), 9.;Mostly agree;Mostly agree;4.0;0.7402597402597403;0.7402597402597403;0.7402597402597403;;;0.7402597402597403;0.28407693;0.969697;{'A': 'Completely agree', 'B': 'Mostly agree', 'C': 'Mostly disagree', 'D': 'Completely disagree'};0.969697;0.969697;Likert Scale;0.7402607402597403;1.0;0.7402607402597403;0.7402607402597403;1.0;0.7402607402597403
482;482;482;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...Russian President Dmitry Medvedev.;{'United States': [0.02564102564102564, 0.3717948717948718, 0.34615384615384615, 0.2564102564102564], 'Britain': [0.0379746835443038, 0.4050632911392405, 0.34177215189873417, 0.21518987341772153]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GAS;0,371796;0,405064;Some confidence;Some confidence;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(C), 7.;(C), 7.;Not too much confidence;Not too much confidence;4.0;0.7934782608695652;0.7934782608695652;0.7934782608695652;;;0.7934782608695652;0.6681685;0.966732;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all'};0.966732;0.966732;Ordinal Scale;0.7934792608695652;1.0;0.7934792608695652;0.7934792608695652;1.0;0.7934792608695652
483;483;483;Now I’d like to ask you about your preference – what kind of marriage do you think is the more satisfying way of life?;{'United States': [0.21, 0.68, 0.01, 0.04, 0.02, 0.04], 'Britain': [0.17, 0.76, 0.01, 0.01, 0.03, 0.02]};['One where the husband provides for the family and the wife takes care of the house and children', 'One where the husband and wife both have jobs and together take care of the house and children', 'One where the wife provides for the family and the husband takes care of the house and children (DO NOT READ)', 'Other (DO NOT READ)', 'Neither (DO NOT READ)', 'DK/Refused'];"(A) One where the husband provides for the family and the wife takes care of the house and children
(B) One where the husband and wife both have jobs and together take care of the house and children
(C) One where the wife provides for the family and the husband takes care of the house and children (DO NOT READ)
(D) Other (DO NOT READ)
(E) Neither (DO NOT READ)
(F) DK/Refused";GAS;0,680001;0,760001;One where the husband and wife both have jobs and together take care of the house and children;One where the husband and wife both have jobs and together take care of the house and children;L. Family and relationships;6.0;Multiple Choice;Society, Culture, and Relationships;(B), 9.;(B), 7.;One where the husband and wife both have jobs and together take care of the house and children;One where the husband and wife both have jobs and together take care of the house and children;6.0;1.0;1.0;1.0;;;1.0;0.67801464;0.92;{'A': 'One where the husband provides for the family and the wife takes care of the house and children', 'B': 'One where the husband and wife both have jobs and together take care of the house and children', 'C': 'One where the wife provides for the family and the husband takes care of the house and children (DO NOT READ)', 'D': 'Other (DO NOT READ)', 'E': 'Neither (DO NOT READ)', 'F': 'DK/Refused'};0.92;0.92;Multiple Choice;1.0;1.0;1.0;1.0;1.0;1.0
